Gender,Academic_Performance,Favorite_Subjects,Weak_Subjects,Skills,Interests,Personality_Type,Preferred_Career_Type,Hands_On_Learning,Long_Term_Education_Plan,Financial_Affordability,Scholarship_Eligibility,Technical_Aptitude,Analytical_Reasoning,Creativity_Level,Parent_Guidance,Peer_Influence,Distance_To_College,Availability_Of_Courses,Recommended_Path,Suitable_Careers,Suggested_Courses,Skills_To_Develop,Challenges_To_Overcome
Female,91.1,"Chemistry, English",Geography,"Teamwork, Creativity","Music, Technology",Ambivert,Academic,False,False,High,False,3.8,9.0,1.2,Vocational,PUC,42,False,Diploma,"Writer, Historian","Literature Studies, Diploma in Fine Arts","Time Management, Creativity",Time Management
Female,89.3,"Geography, Physics",Biology,"Teamwork, Coding","Sports, Business",Extrovert,Academic,True,False,Medium,False,3.6,8.4,2.8,Vocational,Diploma,6,False,Diploma,"Writer, Artist","Bachelor of Arts, Diploma in Fine Arts","Communication, Creativity",Time Management
Female,79.6,"Biology, Mathematics",English,"Teamwork, Critical Thinking","Reading, Art",Ambivert,Academic,False,False,Medium,True,7.6,4.8,1.3,Vocational,Diploma,47,True,PUC,"Designer, Writer","Bachelor of Arts, Diploma in Fine Arts","Networking, Creativity",Lack of Focus
Male,62.9,"History, Economics",Physics,"Leadership, Creativity","Art, Business",Introvert,Neutral,True,False,Low,False,2.9,1.6,4.4,Academic,PUC,5,True,Diploma,"Data Analyst, Doctor","Bachelor of Science, Diploma in Engineering","Networking, Communication",Time Management
Male,60.9,"Mathematics, Chemistry",Physics,"Problem Solving, Creativity","Business, Writing",Extrovert,Neutral,False,False,Medium,True,3.0,9.6,1.4,Academic,Diploma,33,False,Diploma,"Marketing Professional, Economist","Diploma in Finance, Bachelor of Commerce","Technical Skills, Creativity",Parental Pressure
Female,65.9,"Geography, Physics",Economics,"Problem Solving, Public Speaking","Sports, Reading",Ambivert,Neutral,False,True,Medium,True,4.6,4.9,9.7,Neutral,Neutral,23,True,PUC,"Artist, Historian","Bachelor of Arts, Diploma in Fine Arts","Creativity, Communication",Parental Pressure
Female,86.2,"Mathematics, Economics",Geography,"Problem Solving, Coding","Reading, Sports",Introvert,Academic,True,True,Low,True,2.8,9.1,8.9,Vocational,Neutral,8,False,PUC,"Accountant, Business Analyst","Bachelor of Commerce, Diploma in Finance","Time Management, Creativity",Financial Constraint
Female,82.5,"Physics, Economics",English,"Coding, Leadership","Music, Writing",Ambivert,Academic,True,True,Low,False,3.6,8.6,1.2,Vocational,Neutral,32,True,PUC,"Writer, Historian","Bachelor of Arts, Diploma in Fine Arts","Coding, Time Management",Financial Constraint
Female,84.9,"Geography, Mathematics",Chemistry,"Creativity, Teamwork","Technology, Sports",Introvert,Skill-Based,True,True,Medium,False,1.2,1.1,9.0,Academic,PUC,33,False,Diploma,"Historian, Writer","Literature Studies, Diploma in Fine Arts","Time Management, Technical Skills",Parental Pressure
Male,62.0,"Mathematics, Geography",English,"Creativity, Problem Solving","Reading, Writing",Introvert,Academic,True,True,High,True,9.3,3.4,3.0,Academic,PUC,37,False,PUC,"Artist, Designer","Bachelor of Arts, Literature Studies","Creativity, Networking",Financial Constraint
Male,71.2,"Economics, History",Biology,"Teamwork, Leadership","Sports, Technology",Introvert,Skill-Based,False,False,Low,True,2.3,3.8,7.4,Neutral,Neutral,30,False,Diploma,"Scientist, Data Analyst","Diploma in Engineering, MBBS","Networking, Technical Skills",Lack of Focus
Female,86.3,"Mathematics, Physics",History,"Teamwork, Creativity","Reading, Music",Ambivert,Neutral,False,False,Low,False,7.5,6.3,4.9,Academic,PUC,41,True,Diploma,"Marketing Professional, Business Analyst","Bachelor of Commerce, CA Foundation","Coding, Time Management",Time Management
Female,89.8,"Geography, History",English,"Leadership, Problem Solving","Reading, Art",Ambivert,Academic,True,False,High,True,4.9,1.2,9.6,Neutral,PUC,36,False,Diploma,"Data Analyst, Engineer","Bachelor of Science, Diploma in Engineering","Creativity, Networking",Time Management
Female,65.0,"Geography, Biology",Mathematics,"Creativity, Critical Thinking","Reading, Music",Extrovert,Skill-Based,False,False,Medium,False,6.7,2.3,4.7,Neutral,Neutral,24,True,Diploma,"Designer, Artist","Diploma in Fine Arts, Bachelor of Arts","Networking, Coding",Parental Pressure
Male,72.2,"Biology, Chemistry",Geography,"Critical Thinking, Problem Solving","Reading, Sports",Extrovert,Neutral,False,False,Low,False,7.8,3.3,5.3,Academic,Diploma,32,False,Diploma,"Business Analyst, Marketing Professional","Diploma in Finance, Bachelor of Commerce","Communication, Technical Skills",Time Management
Female,74.4,"Geography, Economics",Physics,"Public Speaking, Critical Thinking","Music, Writing",Introvert,Neutral,False,False,Medium,False,9.9,5.6,3.6,Neutral,Neutral,31,True,PUC,"Scientist, Engineer","Bachelor of Science, MBBS","Technical Skills, Networking",Lack of Focus
Male,87.8,"History, Mathematics",Physics,"Critical Thinking, Teamwork","Sports, Art",Ambivert,Skill-Based,True,True,High,True,4.6,8.4,6.7,Vocational,Diploma,44,True,Diploma,"Accountant, Economist","Diploma in Finance, Bachelor of Commerce","Time Management, Networking",Time Management
Female,85.5,"Geography, Biology",English,"Teamwork, Problem Solving","Art, Music",Introvert,Neutral,False,True,Low,True,8.0,4.9,5.8,Academic,PUC,32,False,Diploma,"Artist, Historian","Bachelor of Arts, Diploma in Fine Arts","Time Management, Coding",Parental Pressure
Female,72.8,"Chemistry, English",Mathematics,"Public Speaking, Teamwork","Reading, Sports",Ambivert,Academic,False,True,Medium,False,1.4,9.4,9.9,Vocational,Diploma,46,True,PUC,"Business Analyst, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Networking, Technical Skills",Financial Constraint
Male,94.7,"Mathematics, History",English,"Public Speaking, Teamwork","Business, Sports",Ambivert,Skill-Based,False,True,Medium,False,7.0,2.0,3.5,Academic,Diploma,44,True,Diploma,"Accountant, Economist","CA Foundation, Diploma in Finance","Creativity, Networking",Lack of Focus
Female,81.9,"Biology, English",Geography,"Critical Thinking, Public Speaking","Writing, Music",Introvert,Neutral,False,False,Low,True,9.4,4.3,6.8,Neutral,Neutral,38,False,Diploma,"Writer, Historian","Literature Studies, Bachelor of Arts","Coding, Time Management",Lack of Focus
Male,64.5,"Chemistry, Biology",English,"Problem Solving, Teamwork","Sports, Technology",Introvert,Skill-Based,False,True,High,True,1.9,8.2,2.2,Academic,Diploma,31,True,Diploma,"Historian, Designer","Diploma in Fine Arts, Bachelor of Arts","Communication, Time Management",Lack of Focus
Male,85.8,"Physics, Geography",English,"Public Speaking, Creativity","Reading, Art",Extrovert,Neutral,False,False,Low,True,4.6,9.7,7.1,Vocational,Diploma,13,True,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Technical Skills, Networking",Lack of Focus
Male,81.4,"Biology, English",Geography,"Public Speaking, Leadership","Sports, Music",Extrovert,Neutral,True,False,High,True,1.8,7.8,1.6,Academic,Diploma,45,False,Diploma,"Scientist, Data Analyst","Bachelor of Science, MBBS","Time Management, Networking",Parental Pressure
Female,60.4,"Biology, Mathematics",History,"Coding, Teamwork","Writing, Business",Introvert,Skill-Based,False,False,High,True,9.2,5.8,7.4,Academic,PUC,33,True,Diploma,"Marketing Professional, Economist","Bachelor of Commerce, CA Foundation","Communication, Creativity",Time Management
Male,62.1,"Chemistry, Geography",Mathematics,"Problem Solving, Teamwork","Art, Business",Introvert,Neutral,False,True,Medium,False,4.3,7.1,6.9,Academic,Neutral,29,True,PUC,"Accountant, Economist","Diploma in Finance, Bachelor of Commerce","Creativity, Technical Skills",Lack of Focus
Male,89.6,"Physics, Mathematics",English,"Leadership, Coding","Sports, Music",Introvert,Academic,True,False,Low,False,7.5,4.0,5.3,Vocational,PUC,23,False,Diploma,"Writer, Designer","Literature Studies, Diploma in Fine Arts","Coding, Creativity",Time Management
Male,77.7,"Economics, Mathematics",Chemistry,"Problem Solving, Leadership","Business, Sports",Introvert,Skill-Based,False,True,Low,True,5.0,2.1,2.6,Academic,PUC,1,True,Diploma,"Designer, Historian","Bachelor of Arts, Literature Studies","Technical Skills, Networking",Financial Constraint
Female,66.5,"Chemistry, History",English,"Critical Thinking, Teamwork","Writing, Business",Ambivert,Skill-Based,False,True,Low,False,7.8,8.9,2.1,Vocational,Diploma,7,True,Diploma,"Economist, Marketing Professional","CA Foundation, Bachelor of Commerce","Creativity, Communication",Financial Constraint
Male,63.1,"Geography, Biology",Economics,"Public Speaking, Problem Solving","Sports, Technology",Introvert,Academic,False,False,High,False,6.6,3.0,9.5,Academic,Neutral,40,False,Diploma,"Engineer, Doctor","Bachelor of Science, Diploma in Engineering","Networking, Creativity",Financial Constraint
Female,85.8,"Physics, Mathematics",Chemistry,"Critical Thinking, Leadership","Writing, Business",Ambivert,Academic,True,True,High,False,4.5,4.2,3.2,Academic,Diploma,42,False,PUC,"Data Analyst, Scientist","MBBS, Diploma in Engineering","Communication, Coding",Financial Constraint
Female,71.9,"Chemistry, Physics",Geography,"Problem Solving, Coding","Reading, Music",Ambivert,Academic,True,False,High,True,5.0,3.2,1.5,Vocational,Diploma,42,False,Diploma,"Business Analyst, Economist","Bachelor of Commerce, Diploma in Finance","Time Management, Communication",Parental Pressure
Female,67.4,"Mathematics, English",Physics,"Leadership, Problem Solving","Business, Sports",Introvert,Skill-Based,False,False,Medium,True,3.9,9.5,2.8,Neutral,Neutral,7,True,Diploma,"Marketing Professional, Economist","Diploma in Finance, Bachelor of Commerce","Communication, Technical Skills",Lack of Focus
Male,74.4,"Chemistry, Biology",Mathematics,"Critical Thinking, Problem Solving","Music, Writing",Ambivert,Skill-Based,True,True,High,True,4.1,8.8,7.2,Academic,Neutral,9,True,Diploma,"Marketing Professional, Accountant","Diploma in Finance, Bachelor of Commerce","Creativity, Time Management",Parental Pressure
Female,60.0,"Mathematics, Chemistry",Biology,"Coding, Teamwork","Music, Technology",Introvert,Skill-Based,False,True,Low,False,9.8,5.9,7.0,Academic,Neutral,28,True,Diploma,"Designer, Historian","Literature Studies, Bachelor of Arts","Technical Skills, Time Management",Lack of Focus
Male,93.3,"Physics, English",Mathematics,"Teamwork, Coding","Art, Music",Introvert,Skill-Based,False,True,Medium,False,5.2,4.7,1.3,Neutral,Neutral,20,False,Diploma,"Data Analyst, Doctor","MBBS, Bachelor of Science","Time Management, Technical Skills",Lack of Focus
Male,70.0,"History, Biology",English,"Coding, Public Speaking","Writing, Art",Extrovert,Neutral,False,True,Medium,True,6.6,8.9,1.8,Academic,Diploma,16,False,Diploma,"Engineer, Data Analyst","Bachelor of Science, MBBS","Technical Skills, Communication",Parental Pressure
Female,76.8,"Chemistry, Physics",Geography,"Leadership, Critical Thinking","Writing, Reading",Ambivert,Academic,False,True,Low,False,2.9,5.8,4.3,Academic,Neutral,11,False,PUC,"Business Analyst, Accountant","Diploma in Finance, Bachelor of Commerce","Coding, Technical Skills",Parental Pressure
Male,62.9,"English, Geography",History,"Critical Thinking, Creativity","Writing, Reading",Ambivert,Skill-Based,True,False,High,False,7.4,3.3,6.2,Vocational,PUC,41,False,Diploma,"Engineer, Data Analyst","Diploma in Engineering, Bachelor of Science","Coding, Time Management",Parental Pressure
Male,90.7,"English, History",Geography,"Leadership, Teamwork","Business, Technology",Ambivert,Academic,True,True,Low,False,1.5,8.5,8.6,Academic,Diploma,4,True,PUC,"Scientist, Doctor","MBBS, Diploma in Engineering","Communication, Creativity",Time Management
Male,80.7,"Mathematics, Economics",Chemistry,"Critical Thinking, Coding","Reading, Technology",Introvert,Academic,True,True,High,True,1.0,3.4,9.5,Neutral,PUC,13,False,PUC,"Data Analyst, Doctor","Diploma in Engineering, Bachelor of Science","Coding, Networking",Parental Pressure
Female,69.6,"Economics, History",Geography,"Public Speaking, Teamwork","Technology, Sports",Extrovert,Academic,True,False,Low,False,5.9,1.4,6.0,Academic,Diploma,18,False,Diploma,"Artist, Writer","Literature Studies, Diploma in Fine Arts","Communication, Networking",Lack of Focus
Female,77.0,"Physics, Mathematics",English,"Problem Solving, Leadership","Music, Reading",Introvert,Academic,False,True,Medium,True,2.8,4.1,1.7,Vocational,PUC,9,False,PUC,"Scientist, Data Analyst","Bachelor of Science, MBBS","Creativity, Networking",Lack of Focus
Female,86.6,"History, Mathematics",Economics,"Teamwork, Leadership","Technology, Art",Extrovert,Neutral,True,False,High,False,3.4,9.7,9.5,Vocational,Neutral,19,True,Diploma,"Designer, Writer","Diploma in Fine Arts, Literature Studies","Time Management, Technical Skills",Financial Constraint
Male,89.1,"History, Economics",Geography,"Creativity, Leadership","Reading, Technology",Extrovert,Academic,False,True,Low,True,4.1,9.9,3.8,Academic,Neutral,12,False,PUC,"Doctor, Scientist","Diploma in Engineering, MBBS","Creativity, Communication",Lack of Focus
Male,86.3,"Biology, Chemistry",Physics,"Leadership, Public Speaking","Art, Business",Introvert,Skill-Based,False,True,Medium,False,6.4,3.1,6.2,Academic,Diploma,38,True,Diploma,"Designer, Historian","Bachelor of Arts, Diploma in Fine Arts","Time Management, Creativity",Parental Pressure
Female,61.0,"Chemistry, English",History,"Critical Thinking, Public Speaking","Sports, Art",Introvert,Skill-Based,False,True,Low,False,9.1,9.1,4.1,Vocational,Diploma,50,False,Diploma,"Engineer, Doctor","Diploma in Engineering, MBBS","Time Management, Coding",Parental Pressure
Female,73.6,"Chemistry, History",Physics,"Coding, Critical Thinking","Reading, Music",Extrovert,Neutral,False,False,Medium,True,4.7,3.0,2.8,Academic,PUC,14,True,Diploma,"Data Analyst, Doctor","MBBS, Bachelor of Science","Creativity, Technical Skills",Financial Constraint
Female,77.5,"English, Economics",History,"Public Speaking, Coding","Technology, Music",Introvert,Skill-Based,False,False,Low,False,1.2,1.8,2.0,Neutral,Neutral,20,True,Diploma,"Engineer, Doctor","Diploma in Engineering, Bachelor of Science","Technical Skills, Communication",Financial Constraint
Male,73.6,"Physics, Economics",English,"Coding, Public Speaking","Art, Music",Extrovert,Neutral,True,True,Medium,False,6.4,9.6,4.3,Neutral,Diploma,22,True,Diploma,"Artist, Historian","Literature Studies, Bachelor of Arts","Networking, Coding",Time Management
Female,81.8,"English, Mathematics",Biology,"Problem Solving, Leadership","Writing, Business",Ambivert,Skill-Based,False,True,Low,False,2.7,1.1,3.0,Neutral,Diploma,43,True,Diploma,"Scientist, Data Analyst","Bachelor of Science, MBBS","Coding, Time Management",Financial Constraint
Male,92.4,"Physics, Economics",Biology,"Critical Thinking, Creativity","Sports, Music",Extrovert,Academic,True,False,Medium,False,3.9,9.5,8.1,Academic,Diploma,49,True,Diploma,"Data Analyst, Doctor","Bachelor of Science, Diploma in Engineering","Technical Skills, Communication",Financial Constraint
Female,77.1,"Chemistry, Economics",Biology,"Public Speaking, Critical Thinking","Sports, Business",Ambivert,Neutral,False,False,Low,True,8.6,9.2,4.3,Neutral,Diploma,18,False,PUC,"Engineer, Scientist","MBBS, Bachelor of Science","Coding, Communication",Time Management
Female,82.2,"Chemistry, Physics",Geography,"Teamwork, Creativity","Art, Music",Ambivert,Neutral,False,False,Medium,True,9.7,4.1,2.6,Academic,PUC,36,False,PUC,"Artist, Writer","Bachelor of Arts, Literature Studies","Coding, Creativity",Parental Pressure
Female,81.4,"Mathematics, Geography",Economics,"Leadership, Creativity","Writing, Business",Introvert,Skill-Based,False,False,Low,True,9.7,4.4,7.6,Vocational,PUC,32,True,Diploma,"Data Analyst, Doctor","Bachelor of Science, MBBS","Creativity, Coding",Lack of Focus
Male,79.5,"Mathematics, Physics",Economics,"Leadership, Teamwork","Reading, Art",Ambivert,Skill-Based,True,False,Medium,False,3.3,1.4,3.7,Vocational,Neutral,41,False,Diploma,"Designer, Historian","Diploma in Fine Arts, Literature Studies","Time Management, Coding",Lack of Focus
Male,69.5,"Chemistry, Mathematics",English,"Public Speaking, Teamwork","Music, Business",Ambivert,Academic,True,True,Medium,False,8.1,2.5,2.0,Academic,Neutral,3,False,PUC,"Historian, Designer","Bachelor of Arts, Literature Studies","Time Management, Coding",Financial Constraint
Male,64.8,"Chemistry, Biology",Economics,"Problem Solving, Teamwork","Business, Writing",Introvert,Academic,False,False,High,False,5.6,9.3,2.4,Vocational,Diploma,38,False,Diploma,"Engineer, Scientist","Bachelor of Science, Diploma in Engineering","Coding, Time Management",Parental Pressure
Male,92.9,"Geography, History",Chemistry,"Creativity, Problem Solving","Writing, Technology",Introvert,Neutral,False,False,Low,False,1.0,6.0,8.4,Academic,Neutral,1,False,Diploma,"Scientist, Engineer","MBBS, Diploma in Engineering","Communication, Creativity",Lack of Focus
Female,60.3,"Geography, English",Economics,"Leadership, Creativity","Writing, Sports",Extrovert,Skill-Based,False,True,Low,False,5.2,5.0,4.1,Vocational,Neutral,45,False,Diploma,"Designer, Writer","Bachelor of Arts, Diploma in Fine Arts","Networking, Time Management",Parental Pressure
